序號,路期,號碼,備註,路考日期,路考項目,
15432,0091BAA102,29,0091B042,,,
15416,0091BAA102,30,0091B030,,,
15450,0091BAA102,31,0091B035,,,
15417,0092AAA101,1,0091B041補,,,
15069,0092AAA101,2,0089B097補,,,
15143,0092AAA101,3,0089A118補,,,
14920,0092AAA101,4,0089A111補,,,
15428,0092AAA101,5,0091B033補,,,
15480,0092AAA101,6,0092A037,,,
15442,0092AAA101,7,0091B034補,,,
14820,0092AAA101,8,0088B040補,,,
15034,0092AAA101,9,0089B048補,,,
15492,0092AAA101,10,0092A031,,,
15481,0092AAA101,11,0092A028,,,
15491,0092AAA101,12,0092A033,,,
15473,0092AAA101,13,0092A013,,,
15474,0092AAA101,14,0092A021,,,
15478,0092AAA101,15,0092A018,,,
15468,0092AAA101,16,0092A015,,,
15458,0092AAA101,17,0092A014,,,
15479,0092AAA101,18,0092A022,,,
15472,0092AAA101,19,0092A017,,,
15459,0092AAA101,20,0092A020,,,
15466,0092AAA101,21,0092A016,,,
15475,0092AAA101,22,0092A012,,,
15445,0092AAA101,23,0091B050補,,,
15486,0092AAA101,24,0092A025,,,
15494,0092AAA101,25,0092A024,,,
15497,0092AAA101,26,0092A023,,,
15441,0092AAA102,1,0091B009補,,,
15435,0092AAA102,2,0091B007補,,,
15408,0092AAA102,3,0091B006補,,,
15439,0092AAA102,4,0091B003補,,,
15425,0092AAA102,5,0091B012補,,,
14459,0092AAA102,6,0087A017補,,,
15499,0092AAA102,7,0092A004,,,
15465,0092AAA102,8,0092A001,,,
15462,0092AAA102,9,0092A007,,,
15464,0092AAA102,10,0092A006,,,
15498,0092AAA102,11,0092A010,,,
12830,0092AAA102,12,0080B056補,,,
15471,0092AAA102,13,0092A002,,,
15477,0092AAA102,14,0092A003,,,
15484,0092AAA102,15,0092A005,,,
15461,0092AAA102,16,0092A009,,,
15488,0092AAA102,17,0092A008,,,
15487,0092AAA102,18,0092A011,,,
15470,0092AAA102,19,0092A027,,,
15463,0092AAA102,20,0092A029,,,
15496,0092AAA102,21,0092A026,,,
15485,0092AAA102,22,0092A030,,,
15467,0092AAA102,23,0092A035,,,
15490,0092AAA102,24,0092A036,,,
15476,0092AAA102,25,0092A032,,,
15503,0092BAA101,1,0092B034,,,
15034,0092BAA101,2,0089B048補,,,
15556,0092BAA101,3,0092B064,,,
15564,0092BAA101,4,0092B062,,,
15520,0092BAA101,5,0092B065,,,
15513,0092BAA101,6,0092B058,,,
15456,0092BAA101,7,0092B036,,,
15505,0092BAA101,8,0092B037,,,
15558,0092BAA101,9,0092B035,,,
15506,0092BAA101,10,0092B033,,,
15542,0092BAA101,11,0092B020,,,
15518,0092BAA101,12,0092B015,,,
15501,0092BAA101,13,0092B018,,,
12604,0092BAA101,14,0079B059補,,,
15559,0092BAA101,15,0092B016,,,
15527,0092BAA101,16,0092B017,,,
15563,0092BAA101,17,0092B019,,,
15511,0092BAA101,18,0092B021,,,
15530,0092BAA101,19,0092B024,,,
15521,0092BAA101,20,0092B022,,,
15525,0092BAA101,21,0092B025,,,
15394,0092BAA101,22,0092B026,,,
15507,0092BAA101,23,0092B027,,,
15540,0092BAA101,24,0092B028,,,
15481,0092BAA102,1,0092A028補,,,
15539,0092BAA102,2,0092B042,,,
15498,0092BAA102,3,0092A010補,,,
15519,0092BAA102,4,0092B068,,,
15546,0092BAA102,5,0092B066,,,
15560,0092BAA102,6,0092B069,,,
15532,0092BAA102,7,0092B067,,,
15462,0092BAA102,8,0092A007補,,,
15553,0092BAA102,9,0092B003,,,
15529,0092BAA102,10,0092B002,,,
15543,0092BAA102,11,0092B005,,,
15562,0092BAA102,12,0092B007,,,
15547,0092BAA102,13,0092B009,,,
15551,0092BAA102,14,0092B010,,,
15557,0092BAA102,15,0092B038,,,
15533,0092BAA102,16,0092B039,,,
15504,0092BAA102,17,0092B040,,,
15536,0092BAA102,18,0092B012,,,
15510,0092BAA102,19,0092B041,,,
15517,0092BAA102,20,0092B008,,,
15514,0092BAA102,21,0092B004,,,
15455,0092BAA102,22,0092B001,,,
15535,0092BAA102,23,0092B006,,,
15531,0092BAA102,24,0092B011,,,
15500,0092BAA102,25,0092B013,,,
15466,0092BAA103,1,0092A016補,,,
15482,0092BAA103,2,0092B063,,,
15479,0092BAA103,3,0092A022補,,,
15493,0092BAA103,4,0092B060,,,
15561,0092BAA103,5,0092B059,,,
15549,0092BAA103,6,0092B061,,,
15515,0092BAA103,7,0092B057,,,
15467,0092BAA103,8,0092A035補,,,
15490,0092BAA103,9,0092A036補,,,
15516,0092BAA103,10,0092B032,,,
15555,0092BAA103,11,0092B051,,,
15429,0092BAA103,12,0092B030,,,
15524,0092BAA103,13,0092B029,,,
15523,0092BAA103,14,0092B046,,,
15534,0092BAA103,15,0092B052,,,
15502,0092BAA103,16,0092B047,,,
15541,0092BAA103,17,0092B045,,,
15545,0092BAA103,18,0092B050,,,
15554,0092BAA103,19,0092B053,,,
15395,0092BAA103,20,0092B054,,,
15512,0092BAA103,21,0092B056,,,
15550,0092BAA103,22,0092B049,,,
15538,0092BAA103,23,0092B044,,,
15537,0092BAA103,24,0092B048,,,
15508,0092BAA103,25,0092B055,,,
15564,0093AAA101,1,0092B062補,,,
15394,0093AAA101,2,0092B026補,,,
15540,0093AAA101,3,0092B028補,,,
12604,0093AAA101,4,0079B059補,,,
14860,0093AAA101,5,0088B123補,,,
15075,0093AAA101,6,0091A056補,,,
15542,0093AAA101,7,0092B020補,,,
15596,0093AAA101,8,0093A031,,,
15604,0093AAA101,9,0093A027,,,
15593,0093AAA101,10,0093A030,,,
15575,0093AAA101,11,0093A033,,,
15084,0093AAA101,12,0089A082補,,,
15603,0093AAA101,13,0093A036,,,
15586,0093AAA101,14,0093A024,,,
15569,0093AAA101,15,0093A023,,,
15597,0093AAA101,16,0093A019,,,
15581,0093AAA101,17,0093A018,,,
15589,0093AAA101,18,0093A016,,,
15580,0093AAA101,19,0093A013,,,
15493,0093AAA101,20,0092B060補,,,
15608,0093AAA101,21,0093A017,,,
15600,0093AAA101,22,0093A020,,,
15582,0093AAA101,23,0093A015,,,
15571,0093AAA101,24,0093A022,,,
15598,0093AAA101,25,0093A014,,,
15574,0093AAA101,26,0093A012,,,
15483,0093AAA101,27,0092A019補,,,
15510,0093AAA102,1,0092B041補,,,
15462,0093AAA102,2,0092A007補,,,
15573,0093AAA102,3,0093A010,,,
15601,0093AAA102,4,0093A004,,,
15591,0093AAA102,5,0093A006,,,
15599,0093AAA102,6,0093A003,,,
15223,0093AAA102,7,0090A007補,,,
15590,0093AAA102,8,0093A005,,,
15526,0093AAA102,9,0092B043補,,,
15544,0093AAA102,10,0092B031補,,,
15041,0093AAA102,11,0091A055補,,,
15543,0093AAA102,12,0092B005補,,,
15547,0093AAA102,13,0092B009補,,,
15536,0093AAA102,14,0092B012補,,,
15137,0093AAA102,15,0089B043補,,,
15595,0093AAA102,16,0093A035,,,
15467,0093AAA102,17,0092A035補,,,
15570,0093AAA102,18,0093A026,,,
15576,0093AAA102,19,0093A028,,,
15592,0093AAA102,20,0093A029,,,
15594,0093AAA102,21,0093A002,,,
15585,0093AAA102,22,0093A007,,,
15565,0093AAA102,23,0093A001,,,
15584,0093AAA102,24,0093A011,,,
15583,0093AAA102,25,0093A008,,,
15602,0093AAA102,26,0093A009,,,
15585,0093BAA101,1,0093A007補,,,
15659,0093BAA101,2,0093B017,,,
15674,0093BAA101,3,0093B021,,,
15628,0093BAA101,4,0093B016,,,
15676,0093BAA101,5,0093B023,,,
15602,0093BAA101,6,0093A009補,,,
15664,0093BAA101,7,0093B019,,,
15678,0093BAA101,8,0093B020,,,
15635,0093BAA101,9,0093B015,,,
15660,0093BAA101,10,0093B022,,,
15667,0093BAA101,11,0093B025,,,
15665,0093BAA101,12,0093B018,,,
14809,0093BAA101,13,0093B024,,,
15653,0093BAA101,14,0093B072,,,
15641,0093BAA101,15,0093B037,,,
15610,0093BAA101,16,0093B039,,,
15567,0093BAA101,17,0093B030,,,
15679,0093BAA101,18,0093B036,,,
15652,0093BAA101,19,0093B026,,,
15623,0093BAA101,20,0093B027,,,
15671,0093BAA101,21,0093B028,,,
15609,0093BAA101,22,0093B029,,,
15630,0093BAA101,23,0093B031,,,
15625,0093BAA101,24,0093B032,,,
15300,0093BAA101,25,0093B033,,,
15640,0093BAA101,26,0093B034,,,
14974,0093BAA101,27,0093B035,,,
15639,0093BAA101,28,0093B038,,,
15510,0093BAA102,1,0092B041補,,,
15654,0093BAA102,2,0093B046,,,
15661,0093BAA102,3,0093B048,,,
15631,0093BAA102,4,0093B041,,,
15677,0093BAA102,5,0093B044,,,
15658,0093BAA102,6,0093B047,,,
15615,0093BAA102,7,0093B043,,,
15673,0093BAA102,8,0093B045,,,
15656,0093BAA102,9,0093B040,,,
15666,0093BAA102,10,0093B042,,,
15079,0093BAA102,11,0093B070,,,
15657,0093BAA102,12,0093B071,,,
15627,0093BAA102,13,0093B008,,,
15647,0093BAA102,14,0093B012,,,
15577,0093BAA102,15,0093B049,,,
15626,0093BAA102,16,0093B010,,,
15651,0093BAA102,17,0093B014,,,
15622,0093BAA102,18,0093B001,,,
15637,0093BAA102,19,0093B013,,,
15528,0093BAA102,20,0092B014補,,,
15648,0093BAA102,21,0093B002,,,
15642,0093BAA102,22,0093B003,,,
15618,0093BAA102,23,0093B004,,,
15643,0093BAA102,24,0093B005,,,
15629,0093BAA102,25,0093B006,,,
15624,0093BAA102,26,0093B007,,,
15646,0093BAA102,27,0093B009,,,
15574,0093BAA103,1,0093A012補,,,
15588,0093BAA103,2,0093A034補,,,
15668,0093BAA103,3,0093B066,,,
15672,0093BAA103,4,0093B064,,,
15638,0093BAA103,5,0093B068,,,
15576,0093BAA103,6,0093A028補,,,
15663,0093BAA103,7,0093B067,,,
15662,0093BAA103,8,0093B065,,,
15680,0093BAA103,9,0093B069,,,
15587,0093BAA103,10,0093A021補,,,
15581,0093BAA103,11,0093A018補,,,
15566,0093BAA103,12,0093A025補,,,
15483,0093BAA103,13,0092A019補,,,
15612,0093BAA103,14,0093B063,,,
15457,0093BAA103,15,0093B056,,,
15578,0093BAA103,16,0093B062,,,
15636,0093BAA103,17,0093B061,,,
15544,0093BAA103,18,0092B031補,,,
15613,0093BAA103,19,0093B055,,,
15619,0093BAA103,20,0093B050,,,
15669,0093BAA103,21,0093B051,,,
15650,0093BAA103,22,0093B058,,,
15655,0093BAA103,23,0093B059,,,
15611,0093BAA103,24,0093B054,,,
15617,0093BAA103,25,0093B052,,,
15649,0093BAA103,26,0093B053,,,
15620,0093BAA103,27,0093B060,,,
15656,0094AAA101,1,0093B040補,,,
15677,0094AAA101,2,0093B044補,,,
15509,0094AAA101,3,0092B023補,,,
15717,0094AAA101,4,0094A012,,,
15166,0094AAA101,5,0094A013,,,
15699,0094AAA101,6,0094A003,,,
15713,0094AAA101,7,0094A009,,,
15693,0094AAA101,8,0094A008,,,
15697,0094AAA101,9,0094A004,,,
15579,0094AAA101,10,0094A005,,,
15694,0094AAA101,11,0094A002,,,
15708,0094AAA101,12,0094A007,,,
15715,0094AAA101,13,0094A010,,,
15711,0094AAA101,14,0094A011,,,
15616,0094AAA101,15,0094A006,,,
15691,0094AAA101,16,0094A035,,,
15696,0094AAA101,17,0094A038,,,
15675,0094AAA101,18,0094A028,,,
15672,0094AAA101,19,0093B064補,,,
15668,0094AAA101,20,0093B066補,,,
15689,0094AAA101,21,0094A030,,,
15700,0094AAA101,22,0094A036,,,
15712,0094AAA101,23,0094A037,,,
15707,0094AAA101,24,0094A034,,,
15684,0094AAA101,25,0094A032,,,
15698,0094AAA101,26,0094A031,,,
15695,0094AAA101,27,0094A039,,,
15709,0094AAA101,28,0094A033,,,
15620,0094AAA102,1,0093B060補,,,
15041,0094AAA102,2,0091A055補,,,
15636,0094AAA102,3,0093B061補,,,
15526,0094AAA102,4,0092B043補,,,
14974,0094AAA102,5,0093B035補,,,
15637,0094AAA102,6,0093B013補,,,
15646,0094AAA102,7,0093B009補,,,
15621,0094AAA102,8,0093B011補,,,
15627,0094AAA102,9,0093B008補,,,
15647,0094AAA102,10,0093B012補,,,
15614,0094AAA102,11,0093B073補,,,
15654,0094AAA102,12,0093B046補,,,
15703,0094AAA102,13,0094A026,,,
15690,0094AAA102,14,0094A027,,,
15706,0094AAA102,15,0094A041,,,
15710,0094AAA102,16,0094A015,,,
15701,0094AAA102,17,0094A014,,,
15702,0094AAA102,18,0094A017,,,
15681,0094AAA102,19,0094A018,,,
15685,0094AAA102,20,0094A016,,,
15615,0094AAA102,21,0093B043補,,,
15704,0094AAA102,22,0094A019,,,
15687,0094AAA102,23,0094A020,,,
15683,0094AAA102,24,0094A021,,,
15714,0094AAA102,25,0094A022,,,
15705,0094AAA102,26,0094A023,,,
15716,0094AAA102,27,0094A024,,,
15692,0094AAA102,28,0094A025,,,
15165,0094AAA101,29,0090A042補,,,
15706,0094BAA101,1,0094A041補,,,
15787,0094BAA101,2,0094B084,,,
15804,0094BAA101,3,0094B082,,,
15809,0094BAA101,4,0094B027,,,
15805,0094BAA101,5,0094B058,,,
15780,0094BAA101,6,0094B057,,,
15745,0094BAA101,7,0094B056,,,
15740,0094BAA101,8,0094B054,,,
15741,0094BAA101,9,0094B055,,,
15803,0094BAA101,10,0094B059,,,
13794,0094BAA101,11,0083B046補,,,
15794,0094BAA101,12,0094B060,,,
15682,0094BAA101,13,0094A040補,,,
15685,0094BAA101,14,0094A016補,,,
15703,0094BAA101,15,0094A026補,,,
15800,0094BAA101,16,0094B061,,,
15710,0094BAA101,17,0094A015補,,,
15569,0094BAA101,18,0093A023補,,,
15636,0094BAA101,19,0093B061補,,,
15720,0094BAA101,20,0094B076,,,
15719,0094BAA101,21,0094B069,,,
15778,0094BAA101,22,0094B073,,,
15782,0094BAA101,23,0094B075,,,
15739,0094BAA101,24,0094B071,,,
15730,0094BAA101,25,0094B025,,,
15753,0094BAA101,26,0094B067,,,
15733,0094BAA101,27,0094B074,,,
15744,0094BAA101,28,0094B068,,,
15726,0094BAA101,29,0094B072,,,
15769,0094BAA101,30,0094B078,,,
15552,0094BAA101,31,0094B079,,,
15765,0094BAA101,32,0094B066,,,
15743,0094BAA101,33,0094B077,,,
15775,0094BAA101,34,0094B070,,,
14974,0094BAA102,1,0093B035補,,,
15766,0094BAA102,2,0094B083,,,
15763,0094BAA102,3,0094B080,,,
15801,0094BAA102,4,0094B081,,,
15798,0094BAA102,5,0094B085,,,
15808,0094BAA102,6,0094B086,,,
15799,0094BAA102,7,0094B088,,,
15793,0094BAA102,8,0094B087,,,
15781,0094BAA102,9,0094B035,,,
15759,0094BAA102,10,0094B021,,,
15768,0094BAA102,11,0094B019,,,
15746,0094BAA102,12,0094B033,,,
15767,0094BAA102,13,0094B032,,,
15771,0094BAA102,14,0094B018,,,
15717,0094BAA102,15,0094A012補,,,
15776,0094BAA102,16,0094B089,,,
15770,0094BAA102,17,0094B024,,,
15797,0094BAA102,18,0094B040,,,
15727,0094BAA102,19,0094B023,,,
15731,0094BAA102,20,0094B022,,,
15756,0094BAA102,21,0094B046,,,
15747,0094BAA102,22,0094B050,,,
15748,0094BAA102,23,0094B049,,,
15738,0094BAA102,24,0094B044,,,
15777,0094BAA102,25,0094B048,,,
15725,0094BAA102,26,0094B043,,,
15806,0094BAA102,27,0094B041,,,
15757,0094BAA102,28,0094B042,,,
15779,0094BAA102,29,0094B045,,,
15644,0094BAA102,30,0094B047,,,
15732,0094BAA102,31,0094B051,,,
15796,0094BAA102,32,0094B052,,,
15754,0094BAA102,33,0094B053,,,
15621,0094BAA103,1,0093B011補,,,
15792,0094BAA103,2,0094B063,,,
15686,0094BAA103,3,0094A029補,,,
15791,0094BAA103,4,0094B064,,,
15672,0094BAA103,5,0093B064補,,,
15795,0094BAA103,6,0094B065,,,
15802,0094BAA103,7,0094B062,,,
15752,0094BAA103,8,0094B038,,,
15742,0094BAA103,9,0094B037,,,
15785,0094BAA103,10,0094B036,,,
15758,0094BAA103,11,0094B034,,,
15760,0094BAA103,12,0094B026,,,
15755,0094BAA103,13,0094B039,,,
15774,0094BAA103,14,0094B028,,,
15718,0094BAA103,15,0094B030,,,
15736,0094BAA103,16,0094B031,,,
15749,0094BAA103,17,0094B020,,,
15784,0094BAA103,18,0094B017,,,
15788,0094BAA103,19,0094B015,,,
15786,0094BAA103,20,0094B011,,,
15724,0094BAA103,21,0094B012,,,
15772,0094BAA103,22,0094B001,,,
15734,0094BAA103,23,0094B006,,,
15737,0094BAA103,24,0094B007,,,
15764,0094BAA103,25,0094B008,,,
15783,0094BAA103,26,0094B014,,,
15750,0094BAA103,27,0094B016,,,
15751,0094BAA103,28,0094B013,,,
15728,0094BAA103,29,0094B010,,,
15773,0094BAA103,30,0094B005,,,
15729,0094BAA103,31,0094B009,,,
15721,0094BAA103,32,0094B002,,,
15722,0094BAA103,33,0094B003,,,
15723,0094BAA103,34,0094B004,,,
15493,0094BAA102,34,0092B060補,,,
15696,0095AAA102,1,0094A038補,,,
15791,0095AAA102,2,0094B064補,,,
15737,0095AAA102,3,0094B007補,,,
15729,0095AAA102,4,0094B009補,,,
11275,0095AAA102,5,0095A022,,,
15815,0095AAA102,6,0095A023,,,
15873,0095AAA102,7,0095A024,,,
15789,0095AAA102,8,0094B090補,,,
15864,0095AAA102,9,0095A070,,,
15839,0095AAA102,10,0095A062,,,
15870,0095AAA102,11,0095A025,,,
15828,0095AAA102,12,0095A067,,,
15843,0095AAA102,13,0095A028,,,
15817,0095AAA102,14,0095A027,,,
15879,0095AAA102,15,0095A060,,,
15868,0095AAA102,16,0095A026,,,
9861,0095AAA102,17,0064A090補,,,
15844,0095AAA102,18,0095A063,,,
15859,0095AAA102,19,0095A066,,,
15872,0095AAA102,20,0095A065,,,
15847,0095AAA102,21,0095A064,,,
15866,0095AAA102,22,0095A057,,,
15867,0095AAA102,23,0095A056,,,
15824,0095AAA102,24,0095A069,,,
15836,0095AAA102,25,0095A061,,,
15827,0095AAA102,26,0095A059,,,
15813,0095AAA102,27,0095A068,,,
15854,0095AAA102,28,0095A058,,,
15806,0095AAA103,1,0094B041補,,,
15757,0095AAA103,2,0094B042補,,,
15732,0095AAA103,3,0094B051補,,,
15771,0095AAA103,4,0094B018補,,,
15746,0095AAA103,5,0094B033補,,,
15779,0095AAA103,6,0094B045補,,,
15889,0095AAA103,7,0095A083,,,
15893,0095AAA103,8,0095A047,,,
15811,0095AAA103,9,0095A046,,,
15853,0095AAA103,10,0095A045,,,
15840,0095AAA103,11,0095A044,,,
15842,0095AAA103,12,0095A035,,,
15493,0095AAA103,13,0092B060補,,,
15885,0095AAA103,14,0095A048,,,
15846,0095AAA103,15,0095A049,,,
15896,0095AAA103,16,0095A052,,,
15821,0095AAA103,17,0095A051,,,
15856,0095AAA103,18,0095A054,,,
15883,0095AAA103,19,0095A053,,,
15862,0095AAA103,20,0095A055,,,
15897,0095AAA103,21,0095A072,,,
15882,0095AAA103,22,0095A092,,,
15816,0095AAA103,23,0095A081,,,
15905,0095AAA103,24,0095A078,,,
15875,0095AAA103,25,0095A077,,,
15908,0095AAA103,26,0095A076,,,
15878,0095AAA103,27,0095A082,,,
15877,0095AAA103,28,0095A080,,,
15716,0095AAA104,1,0094A024補,,,
15805,0095AAA104,2,0094B058補,,,
15717,0095AAA104,3,0094A012補,,,
15898,0095AAA104,4,0095A089,,,
15891,0095AAA104,5,0095A090,,,
15880,0095AAA104,6,0095A086,,,
15903,0095AAA104,7,0095A084,,,
15902,0095AAA104,8,0095A085,,,
15904,0095AAA104,9,0095A088,,,
15895,0095AAA104,10,0095A087,,,
15820,0095AAA104,11,0095A071,,,
15886,0095AAA104,12,0095A074,,,
15890,0095AAA104,13,0095A075,,,
15909,0095AAA104,14,0095A029,,,
15869,0095AAA104,15,0095A032,,,
15863,0095AAA104,16,0095A033,,,
15834,0095AAA104,17,0095A034,,,
15849,0095AAA104,18,0095A031,,,
15855,0095AAA104,19,0095A037,,,
15887,0095AAA104,20,0095A038,,,
15888,0095AAA104,21,0095A039,,,
15848,0095AAA104,22,0095A040,,,
15823,0095AAA104,23,0095A041,,,
15851,0095AAA104,24,0095A042,,,
15899,0095AAA104,25,0095A043,,,
15901,0095AAA104,26,0095A050,,,
15857,0095AAA104,27,0095A030,,,
15911,0095AAA101,1,0095A094,,,
15763,0095AAA101,2,0094B080補,,,
15752,0095AAA101,3,0094B038補,,,
15761,0095AAA101,4,0094B029補,,,
15785,0095AAA101,5,0094B036補,,,
15892,0095AAA101,6,0095A093,,,
15881,0095AAA101,7,0095A020,,,
15814,0095AAA101,8,0095A015,,,
15835,0095AAA101,9,0095A004,,,
15688,0095AAA101,10,0094A001補,,,
15871,0095AAA101,11,0095A016,,,
15822,0095AAA101,12,0095A017,,,
15900,0095AAA101,13,0095A018,,,
15845,0095AAA101,14,0095A021,,,
15810,0095AAA101,15,0095A091,,,
15838,0095AAA101,16,0095A002,,,
15858,0095AAA101,17,0095A001,,,
15884,0095AAA101,18,0095A014,,,
15826,0095AAA101,19,0095A005,,,
15832,0095AAA101,20,0095A007,,,
15874,0095AAA101,21,0095A009,,,
15818,0095AAA101,22,0095A003,,,
15825,0095AAA101,23,0095A011,,,
15812,0095AAA101,24,0095A013,,,
15910,0095AAA101,25,0095A012,,,
15860,0095AAA101,26,0095A006,,,
15852,0095AAA101,27,0095A010,,,
15762,0095AAA101,28,0095A008,,,
15851,0095BAA101,1,0095A042補,,,
15863,0095BAA101,2,0095A033補,,,
15909,0095BAA101,3,0095A029補,,,
15973,0095BAA101,4,0095B070,,,
15914,0095BAA101,5,0095B067,,,
15819,0095BAA101,6,0095A036補,,,
15928,0095BAA101,7,0095B069,,,
16013,0095BAA101,8,0095B072,,,
15974,0095BAA101,9,0095B101,,,
15850,0095BAA101,10,0095B098,,,
15994,0095BAA101,11,0095B104,,,
15818,0095BAA101,12,0095A003補,,,
15948,0095BAA101,13,0095B052,,,
15912,0095BAA101,14,0095B015,,,
15943,0095BAA101,15,0095B055,,,
15924,0095BAA101,16,0095B016,,,
16014,0095BAA101,17,0095B017,,,
15930,0095BAA101,18,0095B018,,,
15937,0095BAA101,19,0095B019,,,
15922,0095BAA101,20,0095B020,,,
15906,0095BAA101,21,0095B063,,,
16007,0095BAA101,22,0095B062,,,
15971,0095BAA101,23,0095B054,,,
15996,0095BAA101,24,0095B058,,,
15929,0095BAA101,25,0095B053,,,
15970,0095BAA101,26,0095B056,,,
15972,0095BAA101,27,0095B057,,,
15916,0095BAA101,28,0095B059,,,
16018,0095BAA101,29,0095B060,,,
15921,0095BAA101,30,0095B061,,,
15979,0095BAA101,31,0095B064,,,
15957,0095BAA101,32,0095B065,,,
15868,0095BAA102,1,0095A026補,,,
15988,0095BAA102,2,0095B050,,,
16006,0095BAA102,3,0095B051,,,
15981,0095BAA102,4,0095B103,,,
16000,0095BAA102,5,0095B099,,,
16011,0095BAA102,6,0095B102,,,
16021,0095BAA102,7,0095B100,,,
15865,0095BAA102,8,0095A019補,,,
15939,0095BAA102,9,0095B097,,,
15645,0095BAA102,10,0095B095,,,
15931,0095BAA102,11,0095B077,,,
16012,0095BAA102,12,0095B094,,,
15926,0095BAA102,13,0095B090,,,
15980,0095BAA102,14,0095B089,,,
15989,0095BAA102,15,0095B096,,,
15963,0095BAA102,16,0095B091,,,
15985,0095BAA102,17,0095B093,,,
15956,0095BAA102,18,0095B088,,,
15920,0095BAA102,19,0095B084,,,
15955,0095BAA102,20,0095B082,,,
15959,0095BAA102,21,0095B081,,,
15968,0095BAA102,22,0095B092,,,
15945,0095BAA102,23,0095B087,,,
15949,0095BAA102,24,0095B086,,,
15935,0095BAA102,25,0095B076,,,
15966,0095BAA102,26,0095B078,,,
16016,0095BAA102,27,0095B079,,,
15954,0095BAA102,28,0095B083,,,
15944,0095BAA102,29,0095B075,,,
15918,0095BAA102,30,0095B080,,,
15995,0095BAA102,31,0095B085,,,
15771,0095BAA103,1,0094B018補,,,
15942,0095BAA103,2,0095B040,,,
15859,0095BAA103,3,0095A066補,,,
16005,0095BAA103,4,0095B074,,,
16019,0095BAA103,5,0095B066,,,
15998,0095BAA103,6,0095B073,,,
15919,0095BAA103,7,0095B071,,,
16008,0095BAA103,8,0095B068,,,
15034,0095BAA103,9,0089B048補,,,
15952,0095BAA103,10,0095B043,,,
16015,0095BAA103,11,0095B042,,,
15946,0095BAA103,12,0095B048,,,
16010,0095BAA103,13,0095B044,,,
16001,0095BAA103,14,0095B045,,,
15964,0095BAA103,15,0095B047,,,
15977,0095BAA103,16,0095B049,,,
15987,0095BAA103,17,0095B046,,,
15993,0095BAA103,18,0095B039,,,
15933,0095BAA103,19,0095B038,,,
15990,0095BAA103,20,0095B041,,,
15999,0095BAA103,21,0095B033,,,
15953,0095BAA103,22,0095B034,,,
15984,0095BAA103,23,0095B035,,,
15961,0095BAA103,24,0095B036,,,
15960,0095BAA103,25,0095B031,,,
15976,0095BAA103,26,0095B032,,,
15975,0095BAA103,27,0095B028,,,
15997,0095BAA103,28,0095B029,,,
15917,0095BAA103,29,0095B030,,,
15983,0095BAA103,30,0095B037,,,
15820,0095BAA104,1,0095A071補,,,
15907,0095BAA104,2,0095A073補,,,
15876,0095BAA104,3,0095A079補,,,
15947,0095BAA104,4,0095B107,,,
15915,0095BAA104,5,0095B105,,,
15950,0095BAA104,6,0095B108,,,
15913,0095BAA104,7,0095B106,,,
15905,0095BAA104,8,0095A078補,,,
15882,0095BAA104,9,0095A092補,,,
15875,0095BAA104,10,0095A077補,,,
15878,0095BAA104,11,0095A082補,,,
15962,0095BAA104,12,0095B005,,,
16002,0095BAA104,13,0095B008,,,
16004,0095BAA104,14,0095B025,,,
15991,0095BAA104,15,0095B012,,,
16022,0095BAA104,16,0095B027,,,
15927,0095BAA104,17,0095B023,,,
15969,0095BAA104,18,0095B022,,,
15938,0095BAA104,19,0095B026,,,
15941,0095BAA104,20,0095B021,,,
15936,0095BAA104,21,0095B024,,,
15958,0095BAA104,22,0095B011,,,
15965,0095BAA104,23,0095B001,,,
15986,0095BAA104,24,0095B010,,,
15934,0095BAA104,25,0095B002,,,
15992,0095BAA104,26,0095B013,,,
15932,0095BAA104,27,0095B004,,,
15923,0095BAA104,28,0095B009,,,
15951,0095BAA104,29,0095B014,,,
15970,0096AAA101,1,0095B056補,,,
15493,0096AAA101,2,0092B060補,,,
15985,0096AAA101,3,0095B093補,,,
15980,0096AAA101,4,0095B089補,,,
15920,0096AAA101,5,0095B084補,,,
16108,0096AAA101,6,0096A091,,,
16093,0096AAA101,7,0096A090,,,
16009,0096AAA101,8,0096A089,,,
16124,0096AAA101,9,0096A096,,,
16116,0096AAA101,10,0096A042,,,
16024,0096AAA101,11,0096A037,,,
16104,0096AAA101,12,0096A048,,,
16065,0096AAA101,13,0096A046,,,
16037,0096AAA101,14,0096A041,,,
16110,0096AAA101,15,0096A036,,,
16057,0096AAA101,16,0096A047,,,
16073,0096AAA101,17,0096A033,,,
16097,0096AAA101,18,0096A030,,,
16042,0096AAA101,19,0096A031,,,
15829,0096AAA101,20,0096A029,,,
16059,0096AAA101,21,0096A028,,,
16054,0096AAA101,22,0096A026,,,
16049,0096AAA101,23,0096A056,,,
16122,0096AAA101,24,0096A044,,,
16068,0096AAA101,25,0096A040,,,
16070,0096AAA101,26,0096A039,,,
16055,0096AAA101,27,0096A038,,,
16106,0096AAA101,28,0096A035,,,
16105,0096AAA101,29,0096A034,,,
16092,0096AAA101,30,0096A032,,,
16119,0096AAA101,31,0096A045,,,
15945,0096AAA102,1,0095B087補,,,
15995,0096AAA102,2,0095B085補,,,
15918,0096AAA102,3,0095B080補,,,
16016,0096AAA102,4,0095B079補,,,
16090,0096AAA102,5,0096A049,,,
