序號,路期,號碼,備註,路考日期,路考項目,
24473,0147AAA104,11,0147A049,4/3/19 0:00,2,
24514,0147AAA104,12,0147A050,4/3/19 0:00,2,
24454,0147AAA104,13,0147A062,4/3/19 0:00,2,
24489,0147AAA104,14,0147A054,4/3/19 0:00,2,
24447,0147AAA104,15,0147A056,4/3/19 0:00,2,
24467,0147AAA104,16,0147A057,4/3/19 0:00,2,
24476,0147AAA104,17,0147A060,4/3/19 0:00,2,
24483,0147AAA104,18,0147A061,4/3/19 0:00,2,
24464,0147BAA101,1,0147A070補,4/19/19 0:00,2,
24517,0147BAA101,2,0147A071補,4/19/19 0:00,2,
24505,0147BAA101,3,0147A010補,4/19/19 0:00,2,
24477,0147BAA101,4,0147A001補,4/19/19 0:00,2,
24574,0147BAA101,5,0147B033,4/19/19 0:00,2,
24559,0147BAA101,6,0147B037,4/19/19 0:00,2,
24534,0147BAA101,7,0147B029,4/19/19 0:00,2,
24528,0147BAA101,8,0147B027,4/19/19 0:00,2,
24531,0147BAA101,9,0147B030,4/19/19 0:00,2,
24545,0147BAA101,10,0147B032,4/19/19 0:00,2,
24532,0147BAA101,11,0147B020,4/19/19 0:00,2,
24589,0147BAA101,12,0147B024,4/19/19 0:00,2,
24586,0147BAA101,13,0147B018,4/19/19 0:00,2,
24537,0147BAA101,14,0147B022,4/19/19 0:00,2,
24564,0147BAA101,15,0147B013,4/19/19 0:00,2,
24568,0147BAA101,16,0147B019,4/19/19 0:00,2,
24484,0147BAA102,1,0147A029補,4/19/19 0:00,1,
24448,0147BAA102,2,0147A025補,4/19/19 0:00,2,
24480,0147BAA102,3,0147A026補,4/19/19 0:00,2,
24577,0147BAA102,4,0147B053,4/19/19 0:00,2,
24540,0147BAA102,5,0147B052,4/19/19 0:00,2,
24526,0147BAA102,6,0147B051,4/19/19 0:00,2,
24543,0147BAA102,7,0147B011,4/19/19 0:00,2,
24578,0147BAA102,8,0147B014,4/19/19 0:00,2,
24547,0147BAA102,9,0147B028,4/19/19 0:00,2,
24552,0147BAA102,10,0147B015,4/19/19 0:00,2,
24566,0147BAA102,11,0147B016,4/19/19 0:00,2,
24565,0147BAA102,12,0147B021,4/19/19 0:00,2,
24549,0147BAA102,13,0147B017,4/19/19 0:00,2,
24538,0147BAA102,14,0147B026,4/19/19 0:00,2,
24527,0147BAA102,15,0147B025,4/19/19 0:00,2,
24535,0147BAA102,16,0147B023,4/19/19 0:00,2,
24486,0147BAA103,1,0147A040補,4/19/19 0:00,2,
24478,0147BAA103,2,0147A045補,4/19/19 0:00,2,
24573,0147BAA103,3,0147B010,4/19/19 0:00,2,
24472,0147BAA103,4,0147A039補,4/19/19 0:00,2,
24579,0147BAA103,5,0147B009,4/19/19 0:00,2,
24423,0147BAA103,6,0146B021補,4/19/19 0:00,2,
24474,0147BAA103,7,0147A053補,4/19/19 0:00,2,
24411,0147BAA103,8,0147A003補,4/19/19 0:00,2,
24560,0147BAA103,9,0147B035,4/19/19 0:00,2,
24520,0147BAA103,10,0147B036,4/19/19 0:00,2,
24584,0147BAA103,11,0147B038,4/19/19 0:00,2,
24495,0147BAA103,12,0147A018補,4/19/19 0:00,2,
24496,0147BAA103,13,0147A005補,4/19/19 0:00,2,
24582,0147BAA103,14,0147B039,4/19/19 0:00,2,
24465,0147BAA103,15,0147A013補,4/19/19 0:00,2,
24410,0147BAA104,1,0147A038補,4/19/19 0:00,1,
24441,0147BAA104,2,0146B001補,4/19/19 0:00,2,
24475,0147BAA104,3,0147A063補,4/19/19 0:00,2,
24507,0147BAA104,4,0147A064補,4/19/19 0:00,2,
24581,0147BAA104,5,0147B012,4/19/19 0:00,2,
24473,0147BAA104,6,0147A049補,4/19/19 0:00,2,
24494,0147BAA104,7,0147B055,4/19/19 0:00,2,
24525,0147BAA104,8,0147B007,4/19/19 0:00,2,
24513,0147BAA104,9,0147B003,4/19/19 0:00,2,
24529,0147BAA104,10,0147B004,4/19/19 0:00,2,
24585,0147BAA104,11,0147B008,4/19/19 0:00,2,
24546,0147BAA104,12,0147B002,4/19/19 0:00,2,
24438,0147BAA104,13,0146B003補,4/19/19 0:00,2,
24558,0147BAA104,14,0147B001,4/19/19 0:00,2,
24569,0147BAA104,15,0147B006,4/19/19 0:00,2,
24562,0147BAA104,16,0147B005,4/19/19 0:00,2,
24485,0147BAA105,1,0147A016補,4/19/19 0:00,1,
24542,0147BAA105,2,0147B062,4/19/19 0:00,2,
24453,0147BAA105,3,0147A055補,4/19/19 0:00,2,
24530,0147BAA105,4,0147B040,4/19/19 0:00,2,
24548,0147BAA105,5,0147B041,4/19/19 0:00,2,
16625,0147BAA105,6,0098B025補,4/19/19 0:00,2,
24533,0147BAA105,7,0147B042,4/19/19 0:00,2,
24588,0147BAA105,8,0147B043,4/19/19 0:00,2,
24544,0147BAA105,9,0147B044,4/19/19 0:00,2,
24557,0147BAA105,10,0147B046,4/19/19 0:00,2,
24536,0147BAA105,11,0147B048,4/19/19 0:00,2,
24551,0147BAA105,12,0147B056,4/19/19 0:00,2,
24466,0147BAA105,13,0147A052補,4/19/19 0:00,2,
24541,0147BAA105,14,0147B057,4/19/19 0:00,2,
24561,0147BAA105,15,0147B058,4/19/19 0:00,2,
24580,0147BAA105,16,0147B059,4/19/19 0:00,2,
24585,0148AAA101,1,0147B008補,5/8/19 0:00,1,
24441,0148AAA101,2,0146B001補,5/8/19 0:00,1,
24582,0148AAA101,3,0147B039補,5/8/19 0:00,2,
24465,0148AAA101,4,0147A013補,5/8/19 0:00,2,
24634,0148AAA101,5,0148A010,5/8/19 0:00,2,
24598,0148AAA101,6,0148A001,5/8/19 0:00,2,
24505,0148AAA101,7,0147A010補,5/8/19 0:00,2,
24612,0148AAA101,8,0148A008,5/8/19 0:00,2,
24491,0148AAA101,9,0147A009補,5/8/19 0:00,2,
24606,0148AAA101,10,0148A006,5/8/19 0:00,2,
24625,0148AAA101,11,0148A005,5/8/19 0:00,2,
24608,0148AAA101,12,0148A009,5/8/19 0:00,2,
24596,0148AAA101,13,0148A011,5/8/19 0:00,2,
24635,0148AAA101,14,0148A012,5/8/19 0:00,2,
24637,0148AAA101,15,0148A003,5/8/19 0:00,2,
24591,0148AAA101,16,0148A002,5/8/19 0:00,2,
24616,0148AAA101,17,0148A007,5/8/19 0:00,2,
24534,0148AAA102,1,0147B029補,5/8/19 0:00,1,
24517,0148AAA102,2,0147A071補,5/8/19 0:00,1,
24464,0148AAA102,3,0147A070補,5/8/19 0:00,1,
24547,0148AAA102,4,0147B028補,5/8/19 0:00,1,
24610,0148AAA102,5,0148A034,5/8/19 0:00,2,
24575,0148AAA102,6,0147B049補,5/8/19 0:00,2,
24597,0148AAA102,7,0148A022,5/8/19 0:00,2,
24600,0148AAA102,8,0148A026,5/8/19 0:00,2,
24622,0148AAA102,9,0148A025,5/8/19 0:00,2,
24609,0148AAA102,10,0148A031,5/8/19 0:00,2,
24627,0148AAA102,11,0148A028,5/8/19 0:00,2,
24595,0148AAA102,12,0148A032,5/8/19 0:00,2,
24629,0148AAA102,13,0148A033,5/8/19 0:00,2,
24603,0148AAA102,14,0148A027,5/8/19 0:00,2,
24593,0148AAA102,15,0148A030,5/8/19 0:00,2,
24626,0148AAA102,16,0148A029,5/8/19 0:00,2,
24621,0148AAA102,17,0148A024,5/8/19 0:00,2,
24494,0148AAA103,1,0147B055補,5/8/19 0:00,1,
24466,0148AAA103,2,0147A052補,5/8/19 0:00,1,
24538,0148AAA103,3,0147B026補,5/8/19 0:00,2,
24535,0148AAA103,4,0147B023補,5/8/19 0:00,2,
24555,0148AAA103,5,0147B031補,5/8/19 0:00,2,
24638,0148AAA103,6,0148A038,5/8/19 0:00,2,
24583,0148AAA103,7,0148A036,5/8/19 0:00,2,
24592,0148AAA103,8,0148A035,5/8/19 0:00,2,
24446,0148AAA103,9,0147A051補,5/8/19 0:00,2,
24599,0148AAA103,10,0148A044,5/8/19 0:00,2,
24620,0148AAA103,11,0148A043,5/8/19 0:00,2,
24493,0148AAA103,12,0147B054補,5/8/19 0:00,2,
24628,0148AAA103,13,0148A042,5/8/19 0:00,2,
24624,0148AAA103,14,0148A039,5/8/19 0:00,2,
24617,0148AAA103,15,0148A040,5/8/19 0:00,2,
24567,0148AAA103,16,0147B060補,5/8/19 0:00,2,
24633,0148AAA103,17,0148A041,5/8/19 0:00,2,
24533,0148AAA104,1,0147B042補,5/8/19 0:00,1,
24448,0148AAA104,2,0147A025補,5/8/19 0:00,1,
24601,0148AAA104,3,0148A014,5/8/19 0:00,2,
24604,0148AAA104,4,0148A020,5/8/19 0:00,2,
24618,0148AAA104,5,0148A016,5/8/19 0:00,2,
24571,0148AAA104,6,0148A021,5/8/19 0:00,2,
24536,0148AAA104,7,0147B048補,5/8/19 0:00,2,
24539,0148AAA104,8,0147B047補,5/8/19 0:00,2,
24553,0148AAA104,9,0147B050補,5/8/19 0:00,2,
24588,0148AAA104,10,0147B043補,5/8/19 0:00,2,
24630,0148AAA104,11,0148A013,5/8/19 0:00,2,
24619,0148AAA104,12,0148A017,5/8/19 0:00,2,
24613,0148AAA104,13,0148A018,5/8/19 0:00,2,
24576,0148AAA104,14,0148A015,5/8/19 0:00,2,
24611,0148AAA104,15,0148A019,5/8/19 0:00,2,
24496,0148AAA104,16,0147A005補,5/8/19 0:00,2,
24605,0148AAA104,17,0148A004,5/8/19 0:00,2,
24570,0148AAA104,18,0147B034補,5/8/19 0:00,2,
24553,0148BAA101,1,0147B050補,5/24/19 0:00,1,
24538,0148BAA101,2,0147B026補,5/24/19 0:00,1,
24685,0148BAA101,3,0148B015,5/24/19 0:00,2,
24674,0148BAA101,4,0148B021,5/24/19 0:00,2,
24642,0148BAA101,5,0148B023,5/24/19 0:00,2,
24659,0148BAA101,6,0148B016,5/24/19 0:00,2,
24639,0148BAA101,7,0148B029,5/24/19 0:00,2,
24687,0148BAA101,8,0148B026,5/24/19 0:00,2,
24690,0148BAA101,9,0148B027,5/24/19 0:00,2,
24594,0148BAA101,10,0148B033,5/24/19 0:00,2,
24647,0148BAA101,11,0148B014,5/24/19 0:00,2,
24662,0148BAA101,12,0148B017,5/24/19 0:00,2,
24666,0148BAA101,13,0148B019,5/24/19 0:00,2,
24653,0148BAA101,14,0148B020,5/24/19 0:00,2,
24676,0148BAA101,15,0148B018,5/24/19 0:00,2,
24612,0148BAA102,1,0148A008補,5/24/19 0:00,1,
24608,0148BAA102,2,0148A009補,5/24/19 0:00,1,
24603,0148BAA102,3,0148A027補,5/24/19 0:00,2,
24671,0148BAA102,4,0148B038,5/24/19 0:00,2,
24694,0148BAA102,5,0148B040,5/24/19 0:00,2,
24625,0148BAA102,6,0148A005補,5/24/19 0:00,2,
24616,0148BAA102,7,0148A007補,5/24/19 0:00,2,
24627,0148BAA102,8,0148A028補,5/24/19 0:00,2,
24675,0148BAA102,9,0148B004,5/24/19 0:00,2,
24658,0148BAA102,10,0148B007,5/24/19 0:00,2,
24670,0148BAA102,11,0148B001,5/24/19 0:00,2,
24691,0148BAA102,12,0148B002,5/24/19 0:00,2,
24679,0148BAA102,13,0148B003,5/24/19 0:00,2,
24652,0148BAA102,14,0148B028,5/24/19 0:00,2,
24651,0148BAA102,15,0148B005,5/24/19 0:00,2,
24441,0148BAA103,1,0146B001補,5/24/19 0:00,1,
24555,0148BAA103,2,0147B031補,5/24/19 0:00,2,
24628,0148BAA103,3,0148A042補,5/24/19 0:00,2,
24669,0148BAA103,4,0148B035,5/24/19 0:00,2,
24668,0148BAA103,5,0148B037,5/24/19 0:00,2,
24324,0148BAA103,6,0145A010補,5/24/19 0:00,2,
24646,0148BAA103,7,0148B044,5/24/19 0:00,2,
24682,0148BAA103,8,0148B041,5/24/19 0:00,2,
24688,0148BAA103,9,0148B031,5/24/19 0:00,2,
24672,0148BAA103,10,0148B042,5/24/19 0:00,2,
24677,0148BAA103,11,0148B043,5/24/19 0:00,2,
24673,0148BAA103,12,0148B045,5/24/19 0:00,2,
24644,0148BAA103,13,0148B048,5/24/19 0:00,2,
24640,0148BAA103,14,0148B046,5/24/19 0:00,2,
24650,0148BAA103,15,0148B047,5/24/19 0:00,2,
24496,0148BAA104,1,0147A005補,5/24/19 0:00,1,
24626,0148BAA104,2,0148A029補,5/24/19 0:00,2,
24614,0148BAA104,3,0148A023補,5/24/19 0:00,2,
24505,0148BAA104,4,0147A010補,5/24/19 0:00,2,
24643,0148BAA104,5,0148B034,5/24/19 0:00,2,
24680,0148BAA104,6,0148B039,5/24/19 0:00,2,
24641,0148BAA104,7,0148B010,5/24/19 0:00,2,
24689,0148BAA104,8,0148B012,5/24/19 0:00,2,
24645,0148BAA104,9,0148B011,5/24/19 0:00,2,
24686,0148BAA104,10,0148B032,5/24/19 0:00,2,
24667,0148BAA104,11,0148B024,5/24/19 0:00,2,
24696,0148BAA104,12,0148B025,5/24/19 0:00,2,
24654,0148BAA104,13,0148B022,5/24/19 0:00,2,
24657,0148BAA104,14,0148B030,5/24/19 0:00,2,
24659,0149AAA101,1,0148B016補,6/11/19 0:00,1,
24464,0149AAA101,2,0147A070補,6/11/19 0:00,1,
24687,0149AAA101,3,0148B026補,6/11/19 0:00,1,
24610,0149AAA101,4,0148A034補,6/11/19 0:00,2,
24746,0149AAA101,5,0149A060,6/11/19 0:00,2,
24755,0149AAA101,6,0149A059,6/11/19 0:00,2,
24765,0149AAA101,7,0149A061,6/11/19 0:00,2,
24712,0149AAA101,8,0149A010,6/11/19 0:00,2,
24761,0149AAA101,9,0149A008,6/11/19 0:00,2,
24740,0149AAA101,10,0149A003,6/11/19 0:00,2,
24716,0149AAA101,11,0149A005,6/11/19 0:00,2,
24729,0149AAA101,12,0149A012,6/11/19 0:00,2,
24764,0149AAA101,13,0149A007,6/11/19 0:00,2,
24758,0149AAA101,14,0149A063,6/11/19 0:00,2,
24745,0149AAA101,15,0149A011,6/11/19 0:00,2,
24762,0149AAA101,16,0149A014,6/11/19 0:00,2,
24616,0149AAA101,17,0148A007補,6/11/19 0:00,2,
24465,0149AAA102,1,0147A013補,6/11/19 0:00,1,
24685,0149AAA102,2,0148B015補,6/11/19 0:00,2,
24741,0149AAA102,3,0149A053,6/11/19 0:00,2,
23220,0149AAA102,4,0149A055,6/11/19 0:00,2,
24676,0149AAA102,5,0148B018補,6/11/19 0:00,2,
24708,0149AAA102,6,0149A054,6/11/19 0:00,2,
24709,0149AAA102,7,0149A051,6/11/19 0:00,2,
24706,0149AAA102,8,0149A052,6/11/19 0:00,2,
24678,0149AAA102,9,0148B036補,6/11/19 0:00,2,
24738,0149AAA102,10,0149A006,6/11/19 0:00,2,
24720,0149AAA102,11,0149A001,6/11/19 0:00,2,
24724,0149AAA102,12,0149A013,6/11/19 0:00,2,
24748,0149AAA102,13,0149A004,6/11/19 0:00,2,
24707,0149AAA102,14,0149A002,6/11/19 0:00,2,
24739,0149AAA102,15,0149A009,6/11/19 0:00,2,
24731,0149AAA102,16,0149A062,6/11/19 0:00,2,
24820,0149BAA102,5,0149B053,6/28/19 0:00,2,
24845,0149BAA102,6,0149B055,6/28/19 0:00,2,
24781,0149BAA102,7,0149B050,6/28/19 0:00,2,
24846,0149BAA102,8,0149B060,6/28/19 0:00,2,
24491,0149BAA102,9,0147A009補,6/28/19 0:00,2,
24776,0149BAA102,10,0149B046,6/28/19 0:00,2,
24840,0149BAA102,11,0149B047,6/28/19 0:00,2,
24782,0149BAA102,12,0149B039,6/28/19 0:00,2,
24783,0149BAA102,13,0149B048,6/28/19 0:00,2,
24855,0149BAA102,14,0149B041,6/28/19 0:00,2,
24825,0149BAA102,15,0149B042,6/28/19 0:00,2,
24774,0149BAA102,16,0149B044,6/28/19 0:00,2,
24837,0149BAA102,17,0149B045,6/28/19 0:00,2,
24859,0149BAA102,18,0149B043,6/28/19 0:00,2,
23737,0149BAA103,1,0140A064補,6/28/19 0:00,1,
24496,0149BAA103,2,0147A005補,6/28/19 0:00,1,
24556,0149BAA103,3,0147B045補,6/28/19 0:00,2,
24727,0149BAA103,4,0149A045補,6/28/19 0:00,2,
23835,0149BAA103,5,0140B097補,6/28/19 0:00,2,
24705,0149BAA103,6,0149A046補,6/28/19 0:00,2,
23469,0149BAA103,7,0138A011補,6/28/19 0:00,2,
24771,0149BAA103,8,0149B058,6/28/19 0:00,2,
24830,0149BAA103,9,0149B049,6/28/19 0:00,2,
24870,0149BAA103,10,0149B062,6/28/19 0:00,2,
24831,0149BAA103,11,0149B061,6/28/19 0:00,2,
24833,0149BAA103,12,0149B059,6/28/19 0:00,2,
24856,0149BAA103,13,0149B057,6/28/19 0:00,2,
24683,0149BAA103,14,0149B051,6/28/19 0:00,2,
24850,0149BAA103,15,0149B052,6/28/19 0:00,2,
24809,0149BAA103,16,0149B054,6/28/19 0:00,2,
24814,0149BAA103,17,0149B056,6/28/19 0:00,2,
24729,0149BAA103,18,0149A012補,6/28/19 0:00,2,
24616,0149BAA103,19,0148A007補,6/28/19 0:00,2,
24704,0149BAA104,1,0149A029補,6/28/19 0:00,2,
24744,0149BAA104,2,0149A039補,6/28/19 0:00,2,
24627,0149BAA104,3,0148A028補,6/28/19 0:00,2,
24614,0149BAA104,4,0148A023補,6/28/19 0:00,2,
23671,0149BAA104,5,0139B050補,6/28/19 0:00,2,
24753,0149BAA104,6,0149A031補,6/28/19 0:00,2,
24805,0149BAA104,7,0149B024,6/28/19 0:00,2,
24860,0149BAA104,8,0149B076,6/28/19 0:00,2,
24858,0149BAA104,9,0149B077,6/28/19 0:00,2,
24796,0149BAA104,10,0149B080,6/28/19 0:00,2,
24765,0149BAA104,11,0149A061補,6/28/19 0:00,2,
24823,0149BAA104,12,0149B015,6/28/19 0:00,2,
24773,0149BAA104,13,0149B016,6/28/19 0:00,2,
24749,0149BAA104,14,0149A038補,6/28/19 0:00,2,
24863,0149BAA104,15,0149B021,6/28/19 0:00,2,
24851,0149BAA104,16,0149B019,6/28/19 0:00,2,
24861,0149BAA104,17,0149B013,6/28/19 0:00,2,
24818,0149BAA104,18,0149B022,6/28/19 0:00,2,
24848,0149BAA104,19,0149B014,6/28/19 0:00,2,
24691,0149BAA105,1,0148B002補,6/28/19 0:00,1,
24229,0149BAA105,2,0144A035補,6/28/19 0:00,1,
24701,0149BAA105,3,0149A037補,6/28/19 0:00,2,
24759,0149BAA105,4,0149A034補,6/28/19 0:00,2,
24794,0149BAA105,5,0149B020,6/28/19 0:00,2,
24824,0149BAA105,6,0149B017,6/28/19 0:00,2,
24775,0149BAA105,7,0149B011,6/28/19 0:00,2,
24832,0149BAA105,8,0149B008,6/28/19 0:00,2,
24770,0149BAA105,9,0149B012,6/28/19 0:00,2,
24798,0149BAA105,10,0149B009,6/28/19 0:00,2,
24788,0149BAA105,11,0149B010,6/28/19 0:00,2,
24808,0149BAA105,12,0149B078,6/28/19 0:00,2,
24778,0149BAA105,13,0149B079,6/28/19 0:00,2,
24660,0149BAA105,14,0148B008補,6/28/19 0:00,2,
24769,0149BAA105,15,0149B003,6/28/19 0:00,2,
24803,0149BAA105,16,0149B001,6/28/19 0:00,2,
24816,0149BAA105,17,0149B007,6/28/19 0:00,2,
24768,0149BAA105,18,0149B006,6/28/19 0:00,2,
24821,0149BAA105,19,0149B004,6/28/19 0:00,2,
24702,0149BAA106,1,0149A020補,6/28/19 0:00,1,
24711,0149BAA106,2,0149A015補,6/28/19 0:00,1,
24750,0149BAA106,3,0149A023補,6/28/19 0:00,2,
24677,0149BAA106,4,0148B043補,6/28/19 0:00,2,
24682,0149BAA106,5,0148B041補,6/28/19 0:00,2,
24698,0149BAA106,6,0149A028補,6/28/19 0:00,2,
24777,0149BAA106,7,0149B074,6/28/19 0:00,2,
24795,0149BAA106,8,0149B068,6/28/19 0:00,2,
24789,0149BAA106,9,0149B066,6/28/19 0:00,2,
24857,0149BAA106,10,0149B069,6/28/19 0:00,2,
24842,0149BAA106,11,0149B070,6/28/19 0:00,2,
24793,0149BAA106,12,0149B072,6/28/19 0:00,2,
24826,0149BAA106,13,0149B065,6/28/19 0:00,2,
24844,0149BAA106,14,0149B067,6/28/19 0:00,2,
24853,0149BAA106,15,0149B063,6/28/19 0:00,2,
24828,0149BAA106,16,0149B071,6/28/19 0:00,2,
24766,0149BAA106,17,0149B075,6/28/19 0:00,2,
24807,0149BAA106,18,0149B073,6/28/19 0:00,2,
24792,0149BAA106,19,0149B005,6/28/19 0:00,2,
24808,0150AAA101,1,0149B078補,7/22/19 0:00,1,
24859,0150AAA101,2,0149B043補,7/22/19 0:00,2,
24660,0150AAA101,3,0148B008補,7/22/19 0:00,2,
24885,0150AAA101,4,0150A085,7/22/19 0:00,2,
24785,0150AAA101,5,0149B002補,7/22/19 0:00,2,
24889,0150AAA101,6,0150A087,7/22/19 0:00,2,
24342,0150AAA101,7,0145B003補,7/22/19 0:00,2,
24932,0150AAA101,8,0150A095,7/22/19 0:00,2,
24900,0150AAA101,9,0150A086,7/22/19 0:00,2,
24931,0150AAA101,10,0150A084,7/22/19 0:00,2,
24896,0150AAA101,11,0150A079,7/22/19 0:00,2,
24976,0150AAA101,12,0150A081,7/22/19 0:00,2,
24998,0150AAA101,13,0150A110,7/22/19 0:00,2,
24825,0150AAA101,14,0149B042補,7/22/19 0:00,2,
24935,0150AAA101,15,0150A102,7/22/19 0:00,2,
24992,0150AAA101,16,0150A108,7/22/19 0:00,2,
24774,0150AAA102,1,0149B044補,7/22/19 0:00,1,
24779,0150AAA102,2,0149B031補,7/22/19 0:00,1,
24855,0150AAA102,3,0149B041補,7/22/19 0:00,2,
24949,0150AAA102,4,0150A103,7/22/19 0:00,2,
24929,0150AAA102,5,0150A104,7/22/19 0:00,2,
24865,0150AAA102,6,0149B028補,7/22/19 0:00,2,
24946,0150AAA102,7,0150A101,7/22/19 0:00,2,
24867,0150AAA102,8,0150A105,7/22/19 0:00,2,
24925,0150AAA102,9,0150A106,7/22/19 0:00,2,
24939,0150AAA102,10,0150A107,7/22/19 0:00,2,
24838,0150AAA102,11,0150A109,7/22/19 0:00,2,
24881,0150AAA102,12,0150A016,7/22/19 0:00,2,
24866,0150AAA102,13,0150A048,7/22/19 0:00,2,
24941,0150AAA102,14,0150A047,7/22/19 0:00,2,
24903,0150AAA102,15,0150A042,7/22/19 0:00,2,
24871,0150AAA102,16,0150A029,7/22/19 0:00,2,
23748,0150AAA103,1,0140B030補,7/22/19 0:00,1,
24727,0150AAA103,2,0149A045補,7/22/19 0:00,2,
23835,0150AAA103,3,0140B097補,7/22/19 0:00,2,
24795,0150AAA103,4,0149B068補,7/22/19 0:00,2,
24961,0150AAA103,5,0150A051,7/22/19 0:00,2,
24936,0150AAA103,6,0150A036,7/22/19 0:00,2,
24955,0150AAA103,7,0150A045,7/22/19 0:00,2,
24960,0150AAA103,8,0150A033,7/22/19 0:00,2,
24841,0150AAA103,9,0150A034,7/22/19 0:00,2,
24970,0150AAA103,10,0150A041,7/22/19 0:00,2,
24886,0150AAA103,11,0150A039,7/22/19 0:00,2,
24868,0150AAA103,12,0150A035,7/22/19 0:00,2,
24902,0150AAA103,13,0150A028,7/22/19 0:00,2,
24899,0150AAA103,14,0150A037,7/22/19 0:00,2,
24898,0150AAA103,15,0150A040,7/22/19 0:00,2,
23960,0150AAA104,1,0141A049補,7/22/19 0:00,1,
24711,0150AAA104,2,0149A015補,7/22/19 0:00,1,
24918,0150AAA104,3,0150A083,7/22/19 0:00,2,
24710,0150AAA104,4,0149A025補,7/22/19 0:00,2,
24768,0150AAA104,5,0149B006補,7/22/19 0:00,2,
24964,0150AAA104,6,0150A088,7/22/19 0:00,2,
24801,0150BAA105,1,0150A056補,8/12/19 0:00,1,
24953,0150BAA105,2,0150A062補,8/12/19 0:00,2,
24864,0150BAA105,3,0150A067補,8/12/19 0:00,2,
24861,0150BAA105,4,0149B013補,8/12/19 0:00,2,
25049,0150BAA105,5,0150B100,8/12/19 0:00,2,
25080,0150BAA105,6,0150B101,8/12/19 0:00,2,
25060,0150BAA105,7,0150B104,8/12/19 0:00,2,
25061,0150BAA105,8,0150B105,8/12/19 0:00,2,
25108,0150BAA105,9,0150B107,8/12/19 0:00,2,
25071,0150BAA105,10,0150B108,8/12/19 0:00,2,
24933,0150BAA105,11,0150A066補,8/12/19 0:00,2,
25180,0150BAA105,12,0150B053,8/12/19 0:00,2,
25119,0150BAA105,13,0150B056,8/12/19 0:00,2,
24839,0150BAA105,14,0150B052,8/12/19 0:00,2,
25093,0150BAA105,15,0150B128,8/12/19 0:00,2,
25068,0150BAA105,16,0150B134,8/12/19 0:00,2,
24939,0150BAA106,1,0150A107補,8/13/19 0:00,1,
24922,0150BAA106,2,0150A020補,8/13/19 0:00,2,
25182,0150BAA106,3,0150B047,8/13/19 0:00,2,
25105,0150BAA106,4,0150B049,8/13/19 0:00,2,
25017,0150BAA106,5,0150B037,8/13/19 0:00,2,
25059,0150BAA106,6,0150B079,8/13/19 0:00,2,
24988,0150BAA106,7,0150B029,8/13/19 0:00,2,
24800,0150BAA106,8,0150B031,8/13/19 0:00,2,
24996,0150BAA106,9,0150B034,8/13/19 0:00,2,
25006,0150BAA106,10,0150B050,8/13/19 0:00,2,
25031,0150BAA106,11,0150B081,8/13/19 0:00,2,
25062,0150BAA106,12,0150B038,8/13/19 0:00,2,
25106,0150BAA106,13,0150B039,8/13/19 0:00,2,
25126,0150BAA106,14,0150B041,8/13/19 0:00,2,
25005,0150BAA106,15,0150B042,8/13/19 0:00,2,
25023,0150BAA106,16,0150B076,8/13/19 0:00,2,
25030,0150BAA106,17,0150B077,8/13/19 0:00,2,
24587,0150BAA107,1,0150A098補,8/13/19 0:00,2,
24976,0150BAA107,2,0150A081補,8/13/19 0:00,2,
25039,0150BAA107,3,0150B109,8/13/19 0:00,2,
25009,0150BAA107,4,0150B112,8/13/19 0:00,2,
25116,0150BAA107,5,0150B111,8/13/19 0:00,2,
24956,0150BAA107,6,0150A078補,8/13/19 0:00,2,
25013,0150BAA107,7,0150B118,8/13/19 0:00,2,
25038,0150BAA107,8,0150B119,8/13/19 0:00,2,
25117,0150BAA107,9,0150B113,8/13/19 0:00,2,
25113,0150BAA107,10,0150B121,8/13/19 0:00,2,
24980,0150BAA107,11,0150B123,8/13/19 0:00,2,
25029,0150BAA107,12,0150B117,8/13/19 0:00,2,
24799,0150BAA107,13,0150B048,8/13/19 0:00,2,
25018,0150BAA107,14,0150B051,8/13/19 0:00,2,
25016,0150BAA107,15,0150B054,8/13/19 0:00,2,
24843,0150BAA107,16,0150B078,8/13/19 0:00,2,
24981,0150BAA107,17,0150B080,8/13/19 0:00,2,
24825,0150BAA108,1,0149B042補,8/13/19 0:00,1,
24329,0150BAA108,2,0145B004補,8/13/19 0:00,2,
25069,0150BAA108,3,0150B099,8/13/19 0:00,2,
25098,0150BAA108,4,0150B043,8/13/19 0:00,2,
25010,0150BAA108,5,0150B044,8/13/19 0:00,2,
24734,0150BAA108,6,0150B045,8/13/19 0:00,2,
24928,0150BAA108,7,0150B046,8/13/19 0:00,2,
24021,0150BAA108,8,0141B001補,8/13/19 0:00,2,
25154,0150BAA108,9,0150B014,8/13/19 0:00,2,
25168,0150BAA108,10,0150B001,8/13/19 0:00,2,
24942,0150BAA108,11,0150B002,8/13/19 0:00,2,
25159,0150BAA108,12,0150B003,8/13/19 0:00,2,
25099,0150BAA108,13,0150B004,8/13/19 0:00,2,
25100,0150BAA108,14,0150B005,8/13/19 0:00,2,
24971,0150BAA108,15,0150B006,8/13/19 0:00,2,
25021,0150BAA108,16,0150B007,8/13/19 0:00,2,
24993,0150BAA108,17,0150B016,8/13/19 0:00,2,
24927,0150BAA109,1,0150A097補,8/13/19 0:00,1,
24889,0150BAA109,2,0150A087補,8/13/19 0:00,1,
25000,0150BAA109,3,0150B009,8/13/19 0:00,2,
